"year"	"month"	"id"	"name"	"waterbody"	"Lat"	"Long"	"type"	"SAL"	"W.T"
2005	1	111034806	"P48 Lassan"	"Peenestrom"	53.96667	13.891671	"Coast"	3.5	0.8
2005	1	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	7.7	3.75
2005	1	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	5.3
2005	1	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	8.3
2005	1	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	11.8	2.3
2005	1	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	12.05	5.7
2005	1	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	7.7
2005	1	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	11.9	5.9
2005	1	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	7.9
2005	1	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	7.3
2005	1	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.35	5.1
2005	1	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8.15	5.15
2005	1	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	5.3	3.3
2005	1	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	12	2.8
2005	2	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	9.4	0.4
2005	2	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	8.7	0.2
2005	2	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	7.8	0.3
2005	2	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	7.6	0.1
2005	2	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4.8	0.1
2005	2	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	9.7	0.5
2005	2	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	0.6
2005	2	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	7.85	0.05
2005	2	105010306	"GB3 Daenische Wiek n."	"Daenische Wiek"	54.15	13.483331	"Coast"	8.1	-0.1
2005	2	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	8.025	0.15
2005	2	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	7.93333333333333	0.383333333333333
2005	2	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	1.6
2005	2	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	2.1
2005	2	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	8.5	-0.25
2005	2	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	1.8
2005	2	111021001	"GB10 Ruden s."	"Greifswalder Bodden"	54.18833	13.775001	"Coast"	7.975	0.25
2005	2	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	8.25	0.875
2005	2	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	1.2
2005	2	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	0.1
2005	2	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	9.9	0.2
2005	2	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	9.9	0.4
2005	2	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	0
2005	2	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	9.8	0.3
2005	2	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	0
2005	2	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	0.1
2005	2	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.3	0.2
2005	2	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8.4	0.2
2005	2	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	9.1	0.3
2005	3	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	7.2	3.8
2005	3	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	6.6	4.1
2005	3	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	5.6	3.8
2005	3	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	5.2	3.9
2005	3	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4.5	3.6
2005	3	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	8.1	4.1
2005	3	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	4.8
2005	3	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	7.9	0.3
2005	3	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	3
2005	3	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	5.6
2005	3	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	3.3
2005	3	111030108	"AW1 Trockenort"	"Achterwasser"	54.01667	13.958331	"Coast"	2.5	2.6
2005	3	111032085	"P20 Peenemuende s."	"Peenestrom"	54.121	13.773	"Coast"	2.9	3.1
2005	3	111034208	"P42 Wolgast s."	"Peenestrom"	54.023358	13.760763	"Coast"	3.1	3.1
2005	3	111034806	"P48 Lassan"	"Peenestrom"	53.96667	13.891671	"Coast"	0.4	3.8
2005	3	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	7.75	0.65
2005	3	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	2.85
2005	3	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	2.4
2005	3	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	8.5	4.6
2005	3	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	8.5	3.9
2005	3	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	1
2005	3	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	8	3.9
2005	3	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	1.2
2005	3	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	2.3
2005	3	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.25	2.95
2005	3	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8	2.85
2005	3	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	4.4	5
2005	3	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	8.9	4.4
2005	4	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	7.7	9
2005	4	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	7	9.1
2005	4	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	6.7	8.9
2005	4	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	5.6	10.9
2005	4	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	3.9	10.8
2005	4	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	7.75	8.31666666666667
2005	4	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	9.4
2005	4	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	7.35	7.8
2005	4	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	6.95	8.4
2005	4	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	6.55	8.4
2005	4	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	8.8
2005	4	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	10.8
2005	4	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	7.6	9
2005	4	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	5.9
2005	4	111021001	"GB10 Ruden s."	"Greifswalder Bodden"	54.18833	13.775001	"Coast"	6.8	8.05
2005	4	111030108	"AW1 Trockenort"	"Achterwasser"	54.01667	13.958331	"Coast"	1.75	11.2
2005	4	111032085	"P20 Peenemuende s."	"Peenestrom"	54.121	13.773	"Coast"	1.95	11
2005	4	111034208	"P42 Wolgast s."	"Peenestrom"	54.023358	13.760763	"Coast"	2	11.3
2005	4	111034806	"P48 Lassan"	"Peenestrom"	53.96667	13.891671	"Coast"	1.7	11.6
2005	4	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	6.8	7.4
2005	4	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	8.4
2005	4	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	7.8
2005	4	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	8.7	8.8
2005	4	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	8.5	9.2
2005	4	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	7.4
2005	4	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	8.4	9.4
2005	4	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	8.5
2005	4	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	6.4
2005	4	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.15	9.7
2005	4	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8.1	9.3
2005	4	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	4.5	10
2005	4	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	7.9	8.9
2005	5	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	7.2	11.4
2005	5	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	7	11.5
2005	5	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	5.8	11.4
2005	5	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	4.8	12.6
2005	5	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4.1	11.7
2005	5	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	6.8	11
2005	5	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	12.3
2005	5	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	6.9	11.9
2005	5	105010306	"GB3 Daenische Wiek n."	"Daenische Wiek"	54.15	13.483331	"Coast"	7	11.75
2005	5	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	6.75	11.6
2005	5	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	7.1	11.475
2005	5	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	14.6
2005	5	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	11.2
2005	5	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	7.7	12.4
2005	5	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	9.7
2005	5	111021001	"GB10 Ruden s."	"Greifswalder Bodden"	54.18833	13.775001	"Coast"	6.95	11
2005	5	111030108	"AW1 Trockenort"	"Achterwasser"	54.01667	13.958331	"Coast"	1.8	18.05
2005	5	111032085	"P20 Peenemuende s."	"Peenestrom"	54.121	13.773	"Coast"	2.2	18.05
2005	5	111034208	"P42 Wolgast s."	"Peenestrom"	54.023358	13.760763	"Coast"	1.95	18.15
2005	5	111034806	"P48 Lassan"	"Peenestrom"	53.96667	13.891671	"Coast"	1.6	18
2005	5	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	7.05	9.65
2005	5	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	14.9
2005	5	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	14.9
2005	5	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	8.4	11.8
2005	5	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	8.8	9.9
2005	5	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	13.2
2005	5	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	8.3	12.1
2005	5	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	14.3
2005	5	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	11.45
2005	5	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	7.9	12
2005	5	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8	12.1
2005	5	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	4.6	11.4
2005	5	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	8	12.1
2005	6	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	8.8	18
2005	6	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	7.3	18.2
2005	6	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	6.3	18.3
2005	6	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	5.1	17.6
2005	6	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4	17.8
2005	6	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	8.35	14.8
2005	6	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	14.8
2005	6	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	6.9	14.85
2005	6	105010306	"GB3 Daenische Wiek n."	"Daenische Wiek"	54.15	13.483331	"Coast"	6.65	15.1
2005	6	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	7	13.9666666666667
2005	6	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	6.925	15.25
2005	6	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	16.9
2005	6	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	16.4
2005	6	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	8.3	15.4
2005	6	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	12.9
2005	6	111021001	"GB10 Ruden s."	"Greifswalder Bodden"	54.18833	13.775001	"Coast"	6.85	13.8
2005	6	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	7.4	18.05
2005	6	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	19.3
2005	6	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	16.1
2005	6	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	8.8	14
2005	6	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	8.2	17.15
2005	6	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	15.7
2005	6	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	8.8	18.4
2005	6	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	16.7
2005	6	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	13.5
2005	6	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.1	19
2005	6	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8.1	18.45
2005	6	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	4.9	15.5
2005	6	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	8.6	14.3
2005	7	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	8.1	17.3
2005	7	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	7.8	17.6
2005	7	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	7	17.2
2005	7	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	5.5	20.2
2005	7	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4.3	20
2005	7	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	7.8	22.85
2005	7	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	21.4
2005	7	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	7.1	21.15
2005	7	105010306	"GB3 Daenische Wiek n."	"Daenische Wiek"	54.15	13.483331	"Coast"	7.2	21.1
2005	7	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	7.1	20.95
2005	7	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	7.075	21.5
2005	7	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	18.9
2005	7	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	24.6
2005	7	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	7.8	21.2
2005	7	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	23.2
2005	7	111021001	"GB10 Ruden s."	"Greifswalder Bodden"	54.18833	13.775001	"Coast"	7	20.5
2005	7	111030108	"AW1 Trockenort"	"Achterwasser"	54.01667	13.958331	"Coast"	1.75	20.825
2005	7	111032085	"P20 Peenemuende s."	"Peenestrom"	54.121	13.773	"Coast"	3.175	20.8
2005	7	111034208	"P42 Wolgast s."	"Peenestrom"	54.023358	13.760763	"Coast"	3.05	21.05
2005	7	111034806	"P48 Lassan"	"Peenestrom"	53.96667	13.891671	"Coast"	1.3	21.1
2005	7	111071308	"O133 suedl. Greifsw. Oie"	"Pommersche Bucht"	54.20333	13.905002	"Coast"	6.5	19.9
2005	7	111140027	"Wolgast"	"Ostziese"	54.042512008582	13.7348408690934	"Freshwater"	0	20.1
2005	7	112050138	"Karow"	"Karower Muehlbach"	54.4028946481796	13.5057291508361	"Freshwater"	0	15.7
2005	7	112190202	"RB2 Vitte oe."	"Vitter Bodden"	54.57	13.131672	"Coast"	9.4	23.1
2005	7	112190309	"RB3 Bugspitze s."	"Rassower Strom"	54.55333	13.178332	"Coast"	9.15	22.8
2005	7	112230016	"Kluis"	"Duvenbaek"	54.4649241302838	13.3055644900104	"Freshwater"	0	17.4
2005	7	112280603	"RB6 Wittower Faehre oe."	"Breetzer Bodden"	54.56333	13.293332	"Coast"	8.7	22.7
2005	7	112350018	"Neuendorf"	"Sehrower Bach"	54.3821417140574	13.2670909497788	"Freshwater"	0	18.6
2005	7	112370019	"Vorwerk"	"Sagarder Bach"	54.519140218753	13.530008689413	"Freshwater"	0	15.5
2005	7	112390909	"RB9 Glowe sw."	"Gr. Jasmunder Bodden"	54.54333	13.426672	"Coast"	8.1	21.95
2005	7	112391004	"RB10 Lietzow n."	"Gr. Jasmunder Bodden"	54.50667	13.490002	"Coast"	8.1	21.5
2005	7	112391500	"RB15 Buschvitz oe."	"Kl. Jasmunder Bodden"	54.43167	13.491672	"Coast"	5.1	22.4
2005	7	112400185	"RB1 Schaprode w."	"Schaproder Bodden"	54.515	13.125002	"Coast"	9.1	22.8
2005	8	103050101	"DB1 Pramort"	"Barther Fahrwasser"	54.42	12.926671	"Coast"	9.7	21.4
2005	8	103050208	"DB2 Sundische Wiese"	"Grabow"	54.39167	12.838331	"Coast"	8.5	20.5
2005	8	103050603	"DB6 Barth oe."	"Barther Bodden"	54.395001	12.750001	"Coast"	7.7	21
2005	8	103051008	"DB10 Bodstedt n."	"Bodstedter Bodden"	54.395001	12.623331	"Coast"	6.3	20.8
2005	8	103051606	"DB16 Saal nw."	"Saaler Bodden"	54.335001	12.448331	"Coast"	4.2	20.3
2005	8	103059085	"KB90 Fahrwasser I.Libitz w."	"Kubitzer Bodden"	54.40167	13.105001	"Coast"	8.95	18.8
2005	8	103070014	"Barth"	"Barthe"	54.3663863698681	12.6874701057115	"Freshwater"	0	19.1
2005	8	105010285	"GB2 I.Vilm s."	"Greifswalder Bodden"	54.26667	13.516671	"Coast"	7	19.5
2005	8	105010306	"GB3 Daenische Wiek n."	"Daenische Wiek"	54.15	13.483331	"Coast"	7	19.4
2005	8	105010701	"GB7 Struck"	"Greifswalder Bodden"	54.20667	13.653331	"Coast"	7.05	19.3
2005	8	105011907	"GB19 Zentralbereich"	"Greifswalder Bodden"	54.20667	13.566671	"Coast"	7.2	18.275
2005	8	105210010	"Kemnitz"	"Westziese"	54.0850610286063	13.5276303287714	"Freshwater"	0	15.5
2005	8	105340014	"Greifswald"	"Ryck"	54.0988078716915	13.3762719023408	"Freshwater"	0	16.6
2005	8	109016609	"S66 Stralsund"	"Andershofer Bucht"	54.28667	13.131671	"Coast"	9.4	17.6
2005	8	109230015	"Prohn"	"Prohner Bach"	54.3710907369313	13.0235076949181	"Freshwater"	0	15.1
