"name"	"id"	"waterbody"	"month"	"year"	"identifier"	"Lat"	"Long"	"type"	"turbidity"	"SAL"	"WT"
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	2	2005	"2_2005"	54.40167	13.105001	"Coast"	1.43787878787879	9.7	0.5
"Barth"	103070014	"Barthe"	2	2005	"2_2005"	54.3663863698681	12.6874701057115	"Freshwater"	NA	0	0.6
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	2	2005	"2_2005"	54.26667	13.516671	"Coast"	1.53	7.85	0.05
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	2	2005	"2_2005"	54.15	13.483331	"Coast"	1.61428571428571	8.1	-0.1
"GB7 Struck"	105010701	"Greifswalder Bodden"	2	2005	"2_2005"	54.20667	13.653331	"Coast"	1.575	8.025	0.15
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	2	2005	"2_2005"	54.20667	13.566671	"Coast"	1.53125	7.93333333333333	0.383333333333333
"Kemnitz"	105210010	"Westziese"	2	2005	"2_2005"	54.0850610286063	13.5276303287714	"Freshwater"	NA	0	1.6
"Greifswald"	105340014	"Ryck"	2	2005	"2_2005"	54.0988078716915	13.3762719023408	"Freshwater"	NA	0	2.1
"S66 Stralsund"	109016609	"Andershofer Bucht"	2	2005	"2_2005"	54.28667	13.131671	"Coast"	1.16875	8.5	-0.25
"Prohn"	109230015	"Prohner Bach"	2	2005	"2_2005"	54.3710907369313	13.0235076949181	"Freshwater"	NA	0	1.8
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	2	2005	"2_2005"	54.18833	13.775001	"Coast"	1.29375	7.975	0.25
"AW1 Trockenort"	111030108	"Achterwasser"	2	2005	"2_2005"	54.01667	13.958331	"Coast"	0.57	1.935	2.88181818181818
"P20 Peenemuende s."	111032085	"Peenestrom"	2	2005	"2_2005"	54.121	13.773	"Coast"	1.11666666666667	3.2025	3.045
"P42 Wolgast s."	111034208	"Peenestrom"	2	2005	"2_2005"	54.023358	13.760763	"Coast"	0.93	3.06	3.12
"P48 Lassan"	111034806	"Peenestrom"	2	2005	"2_2005"	53.96667	13.891671	"Coast"	0.6	1.6	3.02727272727273
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	2	2005	"2_2005"	54.20333	13.905002	"Coast"	3.395	8.25	0.875
"Wolgast"	111140027	"Ostziese"	2	2005	"2_2005"	54.042512008582	13.7348408690934	"Freshwater"	NA	0	1.2
"Karow"	112050138	"Karower Muehlbach"	2	2005	"2_2005"	54.4028946481796	13.5057291508361	"Freshwater"	NA	0	0.1
"RB2 Vitte oe."	112190202	"Vitter Bodden"	2	2005	"2_2005"	54.57	13.131672	"Coast"	2.2	9.9	0.2
"RB3 Bugspitze s."	112190309	"Rassower Strom"	2	2005	"2_2005"	54.55333	13.178332	"Coast"	2.4125	9.9	0.4
"Kluis"	112230016	"Duvenbaek"	2	2005	"2_2005"	54.4649241302838	13.3055644900104	"Freshwater"	NA	0	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	2	2005	"2_2005"	54.56333	13.293332	"Coast"	1.411	9.8	0.3
"Neuendorf"	112350018	"Sehrower Bach"	2	2005	"2_2005"	54.3821417140574	13.2670909497788	"Freshwater"	NA	0	0
"Vorwerk"	112370019	"Sagarder Bach"	2	2005	"2_2005"	54.519140218753	13.530008689413	"Freshwater"	NA	0	0.1
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	2	2005	"2_2005"	54.54333	13.426672	"Coast"	1	8.3	0.2
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	2	2005	"2_2005"	54.50667	13.490002	"Coast"	0.98	8.4	0.2
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	2	2005	"2_2005"	54.43167	13.491672	"Coast"	0.3	5.05454545454545	3.775
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	2	2005	"2_2005"	54.515	13.125002	"Coast"	2.39090909090909	9.1	0.3
"DB1 Pramort"	103050101	"Barther Fahrwasser"	3	2005	"3_2005"	54.42	12.926671	"Coast"	1.35	7.2	3.8
"DB2 Sundische Wiese"	103050208	"Grabow"	3	2005	"3_2005"	54.39167	12.838331	"Coast"	0.75	6.6	4.1
"DB6 Barth oe."	103050603	"Barther Bodden"	3	2005	"3_2005"	54.395001	12.750001	"Coast"	0.52	5.6	3.8
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	3	2005	"3_2005"	54.395001	12.623331	"Coast"	0.35	5.2	3.9
"DB16 Saal nw."	103051606	"Saaler Bodden"	3	2005	"3_2005"	54.335001	12.448331	"Coast"	0.2	4.5	3.6
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	3	2005	"3_2005"	54.40167	13.105001	"Coast"	1.43787878787879	8.1	4.1
"Barth"	103070014	"Barthe"	3	2005	"3_2005"	54.3663863698681	12.6874701057115	"Freshwater"	NA	0	4.8
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	3	2005	"3_2005"	54.26667	13.516671	"Coast"	1.53	7.22	3.06409090909091
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	3	2005	"3_2005"	54.15	13.483331	"Coast"	1.61428571428571	7.22777777777778	3.28931818181818
"GB7 Struck"	105010701	"Greifswalder Bodden"	3	2005	"3_2005"	54.20667	13.653331	"Coast"	1.575	7.20227272727273	3.25431818181818
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	3	2005	"3_2005"	54.20667	13.566671	"Coast"	1.53125	7.9	0.3
"Kemnitz"	105210010	"Westziese"	3	2005	"3_2005"	54.0850610286063	13.5276303287714	"Freshwater"	NA	0	3
"Greifswald"	105340014	"Ryck"	3	2005	"3_2005"	54.0988078716915	13.3762719023408	"Freshwater"	NA	0	5.6
"S66 Stralsund"	109016609	"Andershofer Bucht"	3	2005	"3_2005"	54.28667	13.131671	"Coast"	1.16875	8.14545454545454	3.63954545454545
"Prohn"	109230015	"Prohner Bach"	3	2005	"3_2005"	54.3710907369313	13.0235076949181	"Freshwater"	NA	0	3.3
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	3	2005	"3_2005"	54.18833	13.775001	"Coast"	1.29375	7.06590909090909	3.415
"AW1 Trockenort"	111030108	"Achterwasser"	3	2005	"3_2005"	54.01667	13.958331	"Coast"	0.57	2.5	2.6
"P20 Peenemuende s."	111032085	"Peenestrom"	3	2005	"3_2005"	54.121	13.773	"Coast"	1.11666666666667	2.9	3.1
"P42 Wolgast s."	111034208	"Peenestrom"	3	2005	"3_2005"	54.023358	13.760763	"Coast"	0.93	3.1	3.1
"P48 Lassan"	111034806	"Peenestrom"	3	2005	"3_2005"	53.96667	13.891671	"Coast"	0.6	0.4	3.8
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	3	2005	"3_2005"	54.20333	13.905002	"Coast"	3.395	7.75	0.65
"Wolgast"	111140027	"Ostziese"	3	2005	"3_2005"	54.042512008582	13.7348408690934	"Freshwater"	NA	0	2.85
"Karow"	112050138	"Karower Muehlbach"	3	2005	"3_2005"	54.4028946481796	13.5057291508361	"Freshwater"	NA	0	2.4
"RB2 Vitte oe."	112190202	"Vitter Bodden"	3	2005	"3_2005"	54.57	13.131672	"Coast"	2.2	8.5	4.6
"RB3 Bugspitze s."	112190309	"Rassower Strom"	3	2005	"3_2005"	54.55333	13.178332	"Coast"	2.4125	8.5	3.9
"Kluis"	112230016	"Duvenbaek"	3	2005	"3_2005"	54.4649241302838	13.3055644900104	"Freshwater"	NA	0	1
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	3	2005	"3_2005"	54.56333	13.293332	"Coast"	1.411	8	3.9
"Neuendorf"	112350018	"Sehrower Bach"	3	2005	"3_2005"	54.3821417140574	13.2670909497788	"Freshwater"	NA	0	1.2
"Vorwerk"	112370019	"Sagarder Bach"	3	2005	"3_2005"	54.519140218753	13.530008689413	"Freshwater"	NA	0	2.3
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	3	2005	"3_2005"	54.54333	13.426672	"Coast"	1	8.25	2.95
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	3	2005	"3_2005"	54.50667	13.490002	"Coast"	0.98	8	2.85
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	3	2005	"3_2005"	54.43167	13.491672	"Coast"	0.3	4.4	5
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	3	2005	"3_2005"	54.515	13.125002	"Coast"	2.39090909090909	8.9	4.4
"DB1 Pramort"	103050101	"Barther Fahrwasser"	4	2005	"4_2005"	54.42	12.926671	"Coast"	1.35	7.7	9
"DB2 Sundische Wiese"	103050208	"Grabow"	4	2005	"4_2005"	54.39167	12.838331	"Coast"	0.75	7	9.1
"DB6 Barth oe."	103050603	"Barther Bodden"	4	2005	"4_2005"	54.395001	12.750001	"Coast"	0.52	6.7	8.9
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	4	2005	"4_2005"	54.395001	12.623331	"Coast"	0.35	5.6	10.9
"DB16 Saal nw."	103051606	"Saaler Bodden"	4	2005	"4_2005"	54.335001	12.448331	"Coast"	0.2	3.9	10.8
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	4	2005	"4_2005"	54.40167	13.105001	"Coast"	1.43787878787879	7.75	8.31666666666667
"Barth"	103070014	"Barthe"	4	2005	"4_2005"	54.3663863698681	12.6874701057115	"Freshwater"	NA	0	9.4
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	4	2005	"4_2005"	54.26667	13.516671	"Coast"	1.53	7.35	7.8
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	4	2005	"4_2005"	54.15	13.483331	"Coast"	1.61428571428571	7.22777777777778	6.99708333333333
"GB7 Struck"	105010701	"Greifswalder Bodden"	4	2005	"4_2005"	54.20667	13.653331	"Coast"	1.575	6.95	8.4
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	4	2005	"4_2005"	54.20667	13.566671	"Coast"	1.53125	6.55	8.4
"Kemnitz"	105210010	"Westziese"	4	2005	"4_2005"	54.0850610286063	13.5276303287714	"Freshwater"	NA	0	8.8
"Greifswald"	105340014	"Ryck"	4	2005	"4_2005"	54.0988078716915	13.3762719023408	"Freshwater"	NA	0	10.8
"S66 Stralsund"	109016609	"Andershofer Bucht"	4	2005	"4_2005"	54.28667	13.131671	"Coast"	1.16875	7.6	9
"Prohn"	109230015	"Prohner Bach"	4	2005	"4_2005"	54.3710907369313	13.0235076949181	"Freshwater"	NA	0	5.9
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	4	2005	"4_2005"	54.18833	13.775001	"Coast"	1.29375	6.8	8.05
"AW1 Trockenort"	111030108	"Achterwasser"	4	2005	"4_2005"	54.01667	13.958331	"Coast"	0.57	1.75	11.2
"P20 Peenemuende s."	111032085	"Peenestrom"	4	2005	"4_2005"	54.121	13.773	"Coast"	1.11666666666667	1.95	11
"P42 Wolgast s."	111034208	"Peenestrom"	4	2005	"4_2005"	54.023358	13.760763	"Coast"	0.93	2	11.3
"P48 Lassan"	111034806	"Peenestrom"	4	2005	"4_2005"	53.96667	13.891671	"Coast"	0.6	1.7	11.6
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	4	2005	"4_2005"	54.20333	13.905002	"Coast"	3.395	6.8	7.4
"Wolgast"	111140027	"Ostziese"	4	2005	"4_2005"	54.042512008582	13.7348408690934	"Freshwater"	NA	0	8.4
"Karow"	112050138	"Karower Muehlbach"	4	2005	"4_2005"	54.4028946481796	13.5057291508361	"Freshwater"	NA	0	7.8
"RB2 Vitte oe."	112190202	"Vitter Bodden"	4	2005	"4_2005"	54.57	13.131672	"Coast"	2.2	8.7	8.8
"RB3 Bugspitze s."	112190309	"Rassower Strom"	4	2005	"4_2005"	54.55333	13.178332	"Coast"	2.4125	8.5	9.2
"Kluis"	112230016	"Duvenbaek"	4	2005	"4_2005"	54.4649241302838	13.3055644900104	"Freshwater"	NA	0	7.4
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	4	2005	"4_2005"	54.56333	13.293332	"Coast"	1.411	8.4	9.4
"Neuendorf"	112350018	"Sehrower Bach"	4	2005	"4_2005"	54.3821417140574	13.2670909497788	"Freshwater"	NA	0	8.5
"Vorwerk"	112370019	"Sagarder Bach"	4	2005	"4_2005"	54.519140218753	13.530008689413	"Freshwater"	NA	0	6.4
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	4	2005	"4_2005"	54.54333	13.426672	"Coast"	1	8.15	9.7
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	4	2005	"4_2005"	54.50667	13.490002	"Coast"	0.98	8.1	9.3
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	4	2005	"4_2005"	54.43167	13.491672	"Coast"	0.3	4.5	10
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	4	2005	"4_2005"	54.515	13.125002	"Coast"	2.39090909090909	7.9	8.9
"DB1 Pramort"	103050101	"Barther Fahrwasser"	5	2005	"5_2005"	54.42	12.926671	"Coast"	1.35	7.2	11.4
"DB2 Sundische Wiese"	103050208	"Grabow"	5	2005	"5_2005"	54.39167	12.838331	"Coast"	0.75	7	11.5
"DB6 Barth oe."	103050603	"Barther Bodden"	5	2005	"5_2005"	54.395001	12.750001	"Coast"	0.52	5.8	11.4
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	5	2005	"5_2005"	54.395001	12.623331	"Coast"	0.35	4.8	12.6
"DB16 Saal nw."	103051606	"Saaler Bodden"	5	2005	"5_2005"	54.335001	12.448331	"Coast"	0.2	4.1	11.7
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	5	2005	"5_2005"	54.40167	13.105001	"Coast"	1.43787878787879	6.8	11
"Barth"	103070014	"Barthe"	5	2005	"5_2005"	54.3663863698681	12.6874701057115	"Freshwater"	NA	0	12.3
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	5	2005	"5_2005"	54.26667	13.516671	"Coast"	1.53	6.9	11.9
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	5	2005	"5_2005"	54.15	13.483331	"Coast"	1.61428571428571	7	11.75
"GB7 Struck"	105010701	"Greifswalder Bodden"	5	2005	"5_2005"	54.20667	13.653331	"Coast"	1.575	6.75	11.6
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	5	2005	"5_2005"	54.20667	13.566671	"Coast"	1.53125	7.1	11.475
"Kemnitz"	105210010	"Westziese"	5	2005	"5_2005"	54.0850610286063	13.5276303287714	"Freshwater"	NA	0	14.6
"Greifswald"	105340014	"Ryck"	5	2005	"5_2005"	54.0988078716915	13.3762719023408	"Freshwater"	NA	0	11.2
"S66 Stralsund"	109016609	"Andershofer Bucht"	5	2005	"5_2005"	54.28667	13.131671	"Coast"	1.16875	7.7	12.4
"Prohn"	109230015	"Prohner Bach"	5	2005	"5_2005"	54.3710907369313	13.0235076949181	"Freshwater"	NA	0	9.7
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	5	2005	"5_2005"	54.18833	13.775001	"Coast"	1.29375	6.95	11
"AW1 Trockenort"	111030108	"Achterwasser"	5	2005	"5_2005"	54.01667	13.958331	"Coast"	0.57	1.8	18.05
"P20 Peenemuende s."	111032085	"Peenestrom"	5	2005	"5_2005"	54.121	13.773	"Coast"	1.11666666666667	2.2	18.05
"P42 Wolgast s."	111034208	"Peenestrom"	5	2005	"5_2005"	54.023358	13.760763	"Coast"	0.93	1.95	18.15
"P48 Lassan"	111034806	"Peenestrom"	5	2005	"5_2005"	53.96667	13.891671	"Coast"	0.6	1.6	18
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	5	2005	"5_2005"	54.20333	13.905002	"Coast"	3.395	7.05	9.65
"Wolgast"	111140027	"Ostziese"	5	2005	"5_2005"	54.042512008582	13.7348408690934	"Freshwater"	NA	0	14.9
"Karow"	112050138	"Karower Muehlbach"	5	2005	"5_2005"	54.4028946481796	13.5057291508361	"Freshwater"	NA	0	14.9
"RB2 Vitte oe."	112190202	"Vitter Bodden"	5	2005	"5_2005"	54.57	13.131672	"Coast"	2.2	8.4	11.8
"RB3 Bugspitze s."	112190309	"Rassower Strom"	5	2005	"5_2005"	54.55333	13.178332	"Coast"	2.4125	8.8	9.9
"Kluis"	112230016	"Duvenbaek"	5	2005	"5_2005"	54.4649241302838	13.3055644900104	"Freshwater"	NA	0	13.2
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	5	2005	"5_2005"	54.56333	13.293332	"Coast"	1.411	8.3	12.1
"Neuendorf"	112350018	"Sehrower Bach"	5	2005	"5_2005"	54.3821417140574	13.2670909497788	"Freshwater"	NA	0	14.3
"Vorwerk"	112370019	"Sagarder Bach"	5	2005	"5_2005"	54.519140218753	13.530008689413	"Freshwater"	NA	0	11.45
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	5	2005	"5_2005"	54.54333	13.426672	"Coast"	1	7.9	12
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	5	2005	"5_2005"	54.50667	13.490002	"Coast"	0.98	8	12.1
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	5	2005	"5_2005"	54.43167	13.491672	"Coast"	0.3	4.6	11.4
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	5	2005	"5_2005"	54.515	13.125002	"Coast"	2.39090909090909	8	12.1
"DB1 Pramort"	103050101	"Barther Fahrwasser"	6	2005	"6_2005"	54.42	12.926671	"Coast"	1.35	8.8	18
"DB2 Sundische Wiese"	103050208	"Grabow"	6	2005	"6_2005"	54.39167	12.838331	"Coast"	0.75	7.3	18.2
"DB6 Barth oe."	103050603	"Barther Bodden"	6	2005	"6_2005"	54.395001	12.750001	"Coast"	0.52	6.3	18.3
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	6	2005	"6_2005"	54.395001	12.623331	"Coast"	0.35	5.1	17.6
"DB16 Saal nw."	103051606	"Saaler Bodden"	6	2005	"6_2005"	54.335001	12.448331	"Coast"	0.2	4	17.8
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	6	2005	"6_2005"	54.40167	13.105001	"Coast"	1.43787878787879	8.35	14.8
"Barth"	103070014	"Barthe"	6	2005	"6_2005"	54.3663863698681	12.6874701057115	"Freshwater"	NA	0	14.8
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	6	2005	"6_2005"	54.26667	13.516671	"Coast"	1.53	6.9	14.85
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	6	2005	"6_2005"	54.15	13.483331	"Coast"	1.61428571428571	6.65	15.1
"GB7 Struck"	105010701	"Greifswalder Bodden"	6	2005	"6_2005"	54.20667	13.653331	"Coast"	1.575	7	13.9666666666667
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	6	2005	"6_2005"	54.20667	13.566671	"Coast"	1.53125	6.925	15.25
"Kemnitz"	105210010	"Westziese"	6	2005	"6_2005"	54.0850610286063	13.5276303287714	"Freshwater"	NA	0	16.9
"Greifswald"	105340014	"Ryck"	6	2005	"6_2005"	54.0988078716915	13.3762719023408	"Freshwater"	NA	0	16.4
"S66 Stralsund"	109016609	"Andershofer Bucht"	6	2005	"6_2005"	54.28667	13.131671	"Coast"	1.16875	8.3	15.4
"Prohn"	109230015	"Prohner Bach"	6	2005	"6_2005"	54.3710907369313	13.0235076949181	"Freshwater"	NA	0	12.9
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	6	2005	"6_2005"	54.18833	13.775001	"Coast"	1.29375	6.85	13.8
"AW1 Trockenort"	111030108	"Achterwasser"	6	2005	"6_2005"	54.01667	13.958331	"Coast"	0.57	1.935	19.234375
"P20 Peenemuende s."	111032085	"Peenestrom"	6	2005	"6_2005"	54.121	13.773	"Coast"	1.11666666666667	3.2025	19.3
"P42 Wolgast s."	111034208	"Peenestrom"	6	2005	"6_2005"	54.023358	13.760763	"Coast"	0.93	3.06	19.753125
"P48 Lassan"	111034806	"Peenestrom"	6	2005	"6_2005"	53.96667	13.891671	"Coast"	0.6	1.6	20.18125
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	6	2005	"6_2005"	54.20333	13.905002	"Coast"	3.395	7.4	18.05
"Wolgast"	111140027	"Ostziese"	6	2005	"6_2005"	54.042512008582	13.7348408690934	"Freshwater"	NA	0	19.3
"Karow"	112050138	"Karower Muehlbach"	6	2005	"6_2005"	54.4028946481796	13.5057291508361	"Freshwater"	NA	0	16.1
"RB2 Vitte oe."	112190202	"Vitter Bodden"	6	2005	"6_2005"	54.57	13.131672	"Coast"	2.2	8.8	14
"RB3 Bugspitze s."	112190309	"Rassower Strom"	6	2005	"6_2005"	54.55333	13.178332	"Coast"	2.4125	8.2	17.15
